state,state_po,county_name,county_fips,votes_dem,votes_gop,total_votes_2024,margin_2024
ALASKA,AK,DISTRICT 26,2026.0,2013.0,7143.0,9448,54.297205757832344
ALASKA,AK,DISTRICT 27,2027.0,1807.0,6785.0,8860,56.185101580135445
ALASKA,AK,DISTRICT 28,2028.0,2213.0,6713.0,9279,48.49660523763337
ALASKA,AK,DISTRICT 29,2029.0,2708.0,7418.0,10500,44.857142857142854
ALASKA,AK,DISTRICT 30,2030.0,2701.0,7312.0,10306,44.740927614981565
ALASKA,AK,DISTRICT 31,2031.0,3240.0,3475.0,7003,3.3557046979865772
ALASKA,AK,DISTRICT 32,2032.0,1883.0,3742.0,5864,31.701909959072307
ALASKA,AK,DISTRICT 33,2033.0,2016.0,6548.0,8859,51.15701546449938
ALASKA,AK,DISTRICT 34,2034.0,3759.0,5836.0,10012,20.745105872952458
ALASKA,AK,DISTRICT 35,2035.0,4885.0,4395.0,9732,-5.034936292642827
ALASKA,AK,DISTRICT 36,2036.0,3538.0,5633.0,9598,21.82746405501146
ALASKA,AK,DISTRICT 37,2037.0,1921.0,2208.0,4350,6.597701149425288
ALASKA,AK,DISTRICT 38,2038.0,2028.0,1558.0,3994,-11.767651477215823
ALASKA,AK,DISTRICT 39,2039.0,2180.0,1690.0,4206,-11.650023775558726
ALASKA,AK,DISTRICT 40,2040.0,1362.0,1688.0,3293,9.899787427877316
ALASKA,AK,DISTRICT 99,2099.0,336.0,51.0,401,-71.07231920199501
ALABAMA,AL,AUTAUGA,1001.0,7439.0,20484.0,28281,46.1263745977865
ALABAMA,AL,BALDWIN,1003.0,24934.0,95798.0,122249,57.96693633485754
ALABAMA,AL,BARBOUR,1005.0,4158.0,5606.0,9855,14.69304921359716
ALABAMA,AL,BIBB,1007.0,1619.0,7572.0,9257,64.30809117424651
ALABAMA,AL,BLOUNT,1009.0,2576.0,25354.0,28163,80.87916770230444
ALABAMA,AL,BULLOCK,1011.0,2983.0,1101.0,4111,-45.779615665288254
ALABAMA,AL,BUTLER,1013.0,3251.0,5172.0,8480,22.653301886792455
ALABAMA,AL,CALHOUN,1015.0,13194.0,34912.0,48653,44.63856288409759
ALABAMA,AL,CHAMBERS,1017.0,5405.0,8711.0,14245,23.20814320814321
ALABAMA,AL,CHEROKEE,1019.0,1553.0,11358.0,13006,75.38828233123174
ALABAMA,AL,CHILTON,1021.0,2698.0,16920.0,19763,71.9627586904822
ALABAMA,AL,CHOCTAW,1023.0,2515.0,4103.0,6656,23.858173076923077
ALABAMA,AL,CLARKE,1025.0,4927.0,6965.0,11958,17.042983776551264
ALABAMA,AL,CLAY,1027.0,993.0,5734.0,6767,70.06058814836707
ALABAMA,AL,CLEBURNE,1029.0,605.0,6988.0,7651,83.42700300614298
ALABAMA,AL,COFFEE,1031.0,4601.0,17495.0,22319,57.77140552892155
ALABAMA,AL,COLBERT,1033.0,7137.0,19714.0,27160,46.30706921944036
ALABAMA,AL,CONECUH,1035.0,2580.0,3423.0,6051,13.931581556767478
ALABAMA,AL,COOSA,1037.0,1478.0,3758.0,5268,43.28018223234624
ALABAMA,AL,COVINGTON,1039.0,2314.0,14677.0,17095,72.31939163498099
ALABAMA,AL,CRENSHAW,1041.0,1457.0,5000.0,6486,54.62534690101758
ALABAMA,AL,CULLMAN,1043.0,4039.0,38704.0,43146,80.34348491169517
ALABAMA,AL,DALE,1045.0,4484.0,14476.0,19139,52.20753435393699
ALABAMA,AL,DALLAS,1047.0,10236.0,5190.0,15547,-32.45642246092494
ALABAMA,AL,DEKALB,1049.0,3758.0,25633.0,29660,73.75252865812543
ALABAMA,AL,ELMORE,1051.0,9774.0,31374.0,41624,51.89313857389968
ALABAMA,AL,ESCAMBIA,1053.0,3964.0,10884.0,14957,46.26596242562011
ALABAMA,AL,ETOWAH,1055.0,10027.0,35653.0,46137,55.54327329475258
ALABAMA,AL,FAYETTE,1057.0,1142.0,7158.0,8369,71.88433504600312
ALABAMA,AL,FRANKLIN,1059.0,1568.0,10417.0,12097,73.15036785979994
ALABAMA,AL,GENEVA,1061.0,1391.0,10929.0,12401,76.91315216514796
ALABAMA,AL,GREENE,1063.0,3133.0,885.0,4039,-55.65734092597177
ALABAMA,AL,HALE,1065.0,3868.0,3369.0,7305,-6.830937713894593
ALABAMA,AL,HENRY,1067.0,2263.0,6989.0,9320,50.708154506437765
ALABAMA,AL,HOUSTON,1069.0,11352.0,32469.0,44349,47.61550429547453
ALABAMA,AL,JACKSON,1071.0,3276.0,20073.0,23556,71.30667345899134
ALABAMA,AL,JEFFERSON,1073.0,162112.0,131123.0,298704,-10.37448443944507
ALABAMA,AL,LAMAR,1075.0,806.0,6033.0,6890,75.86357039187229
ALABAMA,AL,LAUDERDALE,1077.0,10326.0,32708.0,43637,51.29133533469303
ALABAMA,AL,LAWRENCE,1079.0,2983.0,13024.0,16122,62.281354670636404
ALABAMA,AL,LEE,1081.0,25798.0,46020.0,73127,27.653260765517523
ALABAMA,AL,LIMESTONE,1083.0,14581.0,37887.0,53332,43.6998424960624
ALABAMA,AL,LOWNDES,1085.0,3867.0,1758.0,5655,-37.29442970822281
ALABAMA,AL,MACON,1087.0,6084.0,1682.0,7834,-56.190962471279036
ALABAMA,AL,MADISON,1089.0,87824.0,105430.0,197617,8.909152552665004
ALABAMA,AL,MARENGO,1091.0,4631.0,4995.0,9682,3.7595538111960343
ALABAMA,AL,MARION,1093.0,1197.0,12245.0,13543,81.57719855275788
ALABAMA,AL,MARSHALL,1095.0,5553.0,34434.0,40288,71.68635822081016
ALABAMA,AL,MOBILE,1097.0,72055.0,100759.0,175164,16.386928820990615
ALABAMA,AL,MONROE,1099.0,3740.0,6007.0,9815,23.097300050942433
ALABAMA,AL,MONTGOMERY,1101.0,57946.0,30477.0,89798,-30.58976814628388
ALABAMA,AL,MORGAN,1103.0,12392.0,40449.0,53543,52.40087406383655
ALABAMA,AL,PERRY,1105.0,3174.0,1269.0,4465,-42.66517357222844
ALABAMA,AL,PICKENS,1107.0,3388.0,5465.0,8912,23.3056552962298
ALABAMA,AL,PIKE,1109.0,4899.0,8224.0,13216,25.158898305084747
ALABAMA,AL,RANDOLPH,1111.0,1920.0,9102.0,11091,64.75520692453341
ALABAMA,AL,RUSSELL,1113.0,10422.0,10078.0,20718,-1.6603919297229461
ALABAMA,AL,SHELBY,1117.0,33087.0,79666.0,114698,40.61012397775027
ALABAMA,AL,ST. CLAIR,1115.0,7640.0,35501.0,43526,64.01001700133254
ALABAMA,AL,SUMTER,1119.0,3725.0,1542.0,5307,-41.13435085735821
ALABAMA,AL,TALLADEGA,1121.0,10898.0,22100.0,33250,33.69022556390978
ALABAMA,AL,TALLAPOOSA,1123.0,4975.0,14884.0,20023,49.4880886979973
ALABAMA,AL,TUSCALOOSA,1125.0,33399.0,50724.0,85256,20.32115041756592
ALABAMA,AL,WALKER,1127.0,4102.0,25464.0,29786,71.7182568992144
ALABAMA,AL,WASHINGTON,1129.0,1863.0,6534.0,8441,55.33704537377088
ALABAMA,AL,WILCOX,1131.0,3449.0,1793.0,5263,-31.464943948318453
ALABAMA,AL,WINSTON,1133.0,884.0,10191.0,11149,83.47833886447215
ARKANSAS,AR,ARKANSAS,5001.0,3006.0,7902.0,5547,88.26392644672796
ARKANSAS,AR,ASHLEY,5003.0,3548.0,10290.0,7030,95.90327169274538
ARKANSAS,AR,BAXTER,5005.0,8682.0,32506.0,20954,113.69666889376731
ARKANSAS,AR,BENTON,5007.0,90462.0,159814.0,128595,53.93055717562891
ARKANSAS,AR,BOONE,5009.0,5708.0,27936.0,17112,129.8971482000935
ARKANSAS,AR,BRADLEY,5011.0,1922.0,4426.0,3209,78.03053910875663
ARKANSAS,AR,CALHOUN,5013.0,758.0,3348.0,2092,123.80497131931168
ARKANSAS,AR,CARROLL,5015.0,7624.0,14940.0,11538,63.40786964811925
ARKANSAS,AR,CHICOT,5017.0,3592.0,3316.0,3490,-7.908309455587393
ARKANSAS,AR,CLARK,5019.0,5918.0,9052.0,7657,40.929868094554
ARKANSAS,AR,CLAY,5021.0,1814.0,7936.0,4967,123.25347292128046
ARKANSAS,AR,CLEBURNE,5023.0,3882.0,21190.0,12739,135.8662375382683
ARKANSAS,AR,CLEVELAND,5025.0,1048.0,5608.0,3374,135.15115589804387
ARKANSAS,AR,COLUMBIA,5027.0,4932.0,10734.0,7940,73.07304785894206
ARKANSAS,AR,CONWAY,5029.0,4898.0,11786.0,8541,80.64629434492448
ARKANSAS,AR,CRAIGHEAD,5031.0,22420.0,50304.0,37242,74.87245582943987
ARKANSAS,AR,CRAWFORD,5033.0,9506.0,37230.0,23834,116.32122178400604
ARKANSAS,AR,CRITTENDEN,5035.0,14724.0,14056.0,14681,-4.5500987671139566
ARKANSAS,AR,CROSS,5037.0,3284.0,9506.0,6534,95.22497704315886
ARKANSAS,AR,DALLAS,5039.0,1596.0,2964.0,2324,58.86402753872634
ARKANSAS,AR,DESHA,5041.0,3276.0,3610.0,3505,9.529243937232525
ARKANSAS,AR,DREW,5043.0,4100.0,8406.0,6365,67.65121759622939
ARKANSAS,AR,FAULKNER,5045.0,35504.0,70714.0,54465,64.6470210226751
ARKANSAS,AR,FRANKLIN,5047.0,2464.0,11164.0,6971,124.8027542676804
ARKANSAS,AR,FULTON,5049.0,1812.0,8080.0,5043,124.29109656950229
ARKANSAS,AR,GARLAND,5051.0,26030.0,56718.0,42327,72.50218536631465
ARKANSAS,AR,GRANT,5053.0,2384.0,13510.0,8078,137.73211190888836
ARKANSAS,AR,GREENE,5055.0,5870.0,25234.0,15820,122.40202275600505
ARKANSAS,AR,HEMPSTEAD,5057.0,3552.0,8386.0,6089,79.38906224338972
ARKANSAS,AR,HOT SPRING,5059.0,5636.0,18452.0,12283,104.33933078238215
ARKANSAS,AR,HOWARD,5061.0,2316.0,6492.0,4473,93.36016096579478
ARKANSAS,AR,INDEPENDENCE,5063.0,5378.0,22046.0,14011,118.96367140104205
ARKANSAS,AR,IZARD,5065.0,1898.0,9708.0,5925,131.8143459915612
ARKANSAS,AR,JACKSON,5067.0,2366.0,7018.0,4775,97.42408376963351
ARKANSAS,AR,JEFFERSON,5069.0,25604.0,16936.0,21608,-40.11477230655313
ARKANSAS,AR,JOHNSON,5071.0,4214.0,13532.0,9059,102.85903521359974
ARKANSAS,AR,LAFAYETTE,5073.0,1396.0,3178.0,2325,76.64516129032258
ARKANSAS,AR,LAWRENCE,5075.0,1930.0,9216.0,5692,128.0042164441321
ARKANSAS,AR,LEE,5077.0,2540.0,2362.0,2520,-7.063492063492063
ARKANSAS,AR,LINCOLN,5079.0,1626.0,5004.0,3372,100.1779359430605
ARKANSAS,AR,LITTLE RIVER,5081.0,2168.0,7488.0,4899,108.59359052867931
ARKANSAS,AR,LOGAN,5083.0,2928.0,13134.0,8205,124.38756855575868
ARKANSAS,AR,LONOKE,5085.0,13580.0,46450.0,30620,107.34813847158719
ARKANSAS,AR,MADISON,5087.0,2982.0,11770.0,7501,117.15771230502601
ARKANSAS,AR,MARION,5089.0,3002.0,12460.0,7851,120.46873009807668
ARKANSAS,AR,MILLER,5091.0,7538.0,23684.0,15803,102.17047396064038
ARKANSAS,AR,MISSISSIPPI,5093.0,7148.0,13926.0,10717,63.24531118783242
ARKANSAS,AR,MONROE,5095.0,2004.0,2770.0,2433,31.483764899301274
ARKANSAS,AR,MONTGOMERY,5097.0,1290.0,5974.0,3707,126.35554356622607
ARKANSAS,AR,NEVADA,5099.0,1698.0,4004.0,2907,79.32576539387685
ARKANSAS,AR,NEWTON,5101.0,1288.0,6126.0,3770,128.3289124668435
ARKANSAS,AR,OUACHITA,5103.0,6824.0,10112.0,8626,38.117319731045676
ARKANSAS,AR,PERRY,5105.0,1846.0,7118.0,4584,115.0087260034904
ARKANSAS,AR,PHILLIPS,5107.0,5508.0,4196.0,4938,-26.56946132037262
ARKANSAS,AR,PIKE,5109.0,1120.0,7492.0,4358,146.21385956860945
ARKANSAS,AR,POINSETT,5111.0,2470.0,11462.0,7079,127.02359090266985
ARKANSAS,AR,POLK,5113.0,2290.0,13974.0,8288,140.97490347490347
ARKANSAS,AR,POPE,5115.0,10974.0,36236.0,24191,104.42726633872101
ARKANSAS,AR,PRAIRIE,5117.0,1048.0,5256.0,3200,131.5
ARKANSAS,AR,PULASKI,5119.0,184076.0,115954.0,153924,-44.256906005561184
ARKANSAS,AR,RANDOLPH,5121.0,2276.0,10734.0,6636,127.45629897528632
ARKANSAS,AR,SALINE,5125.0,33218.0,79472.0,57609,80.2895380930063
ARKANSAS,AR,SCOTT,5127.0,850.0,5826.0,3384,147.0449172576832
ARKANSAS,AR,SEARCY,5129.0,1022.0,6610.0,3869,144.43008529335745
ARKANSAS,AR,SEBASTIAN,5131.0,27304.0,61438.0,45452,75.09900554431049
ARKANSAS,AR,SEVIER,5133.0,1724.0,7544.0,4714,123.46202800169708
ARKANSAS,AR,SHARP,5135.0,2632.0,11956.0,7437,125.37313432835822
ARKANSAS,AR,ST FRANCIS,5123.0,5906.0,5818.0,5979,-1.4718180297708647
ARKANSAS,AR,STONE,5137.0,2178.0,9616.0,6030,123.34991708126037
ARKANSAS,AR,UNION,5139.0,10038.0,20392.0,15448,67.02485758674263
ARKANSAS,AR,VAN BUREN,5141.0,2874.0,12046.0,7621,120.35165988715393
ARKANSAS,AR,WASHINGTON,5143.0,87558.0,100486.0,97158,13.306161098417011
ARKANSAS,AR,WHITE,5145.0,11282.0,49028.0,30837,122.40490320070046
ARKANSAS,AR,WOODRUFF,5147.0,1520.0,3026.0,2318,64.969801553063
ARKANSAS,AR,YELL,5149.0,2426.0,10294.0,6477,121.47599197159178
ARIZONA,AZ,APACHE,4001.0,37744.0,25590.0,32685,-37.185253174238944
ARIZONA,AZ,COCHISE,4003.0,44592.0,71872.0,59501,45.84796894169846
ARIZONA,AZ,COCONINO,4005.0,42646.0,27978.0,70993,-20.661191948501965
ARIZONA,AZ,GILA,4007.0,17008.0,37802.0,27979,74.32002573358591
ARIZONA,AZ,GRAHAM,4009.0,7557.0,21697.0,15327,92.25549683564951
ARIZONA,AZ,GREENLEE,4011.0,1908.0,4616.0,3341,81.05357677342113
ARIZONA,AZ,LA PAZ,4012.0,4202.0,10940.0,7700,87.50649350649351
ARIZONA,AZ,MARICOPA,4013.0,980016.0,1051531.0,2061574,3.4689513934498595
ARIZONA,AZ,MOHAVE,4015.0,48162.0,171366.0,111355,110.64074356786853
ARIZONA,AZ,NAVAJO,4017.0,41508.0,58960.0,51386,33.96255789514654
ARIZONA,AZ,PIMA,4019.0,584900.0,429338.0,520317,-29.89754322845496
ARIZONA,AZ,PINAL,4021.0,161312.0,253852.0,211595,43.73449278102034
ARIZONA,AZ,SANTA CRUZ,4023.0,22530.0,15398.0,19428,-36.70990323244801
ARIZONA,AZ,YAVAPAI,4025.0,97434.0,198692.0,150862,67.11961925468309
ARIZONA,AZ,YUMA,4027.0,53646.0,81490.0,68910,40.40632709331011
CALIFORNIA,CA,ALAMEDA,6001.0,499551.0,140789.0,669907,-53.55400077921264
CALIFORNIA,CA,ALPINE,6003.0,479.0,243.0,738,-31.978319783197833
CALIFORNIA,CA,AMADOR,6005.0,7783.0,14018.0,22403,27.83109404990403
CALIFORNIA,CA,BUTTE,6007.0,44228.0,47179.0,94556,3.120901899403528
CALIFORNIA,CA,CALAVERAS,6009.0,9181.0,16625.0,26480,28.11178247734139
CALIFORNIA,CA,COLUSA,6011.0,2431.0,4414.0,7021,28.24383990884489
CALIFORNIA,CA,CONTRA COSTA,6013.0,356008.0,155308.0,528904,-37.94639480888781
CALIFORNIA,CA,DEL NORTE,6015.0,4266.0,5999.0,10564,16.40477092010602
CALIFORNIA,CA,EL DORADO,6017.0,47703.0,61109.0,111890,11.981410313700955
CALIFORNIA,CA,FRESNO,6019.0,151628.0,165924.0,325994,4.385356785707713
CALIFORNIA,CA,GLENN,6021.0,3260.0,6904.0,10442,34.8975292089638
CALIFORNIA,CA,HUMBOLDT,6023.0,39800.0,21559.0,64228,-28.400386124431716
CALIFORNIA,CA,IMPERIAL,6025.0,26083.0,26546.0,54025,0.8570106432207311
CALIFORNIA,CA,INYO,6027.0,4201.0,4468.0,8951,2.9829069377723156
CALIFORNIA,CA,KERN,6029.0,108241.0,167879.0,283246,21.05519583683441
CALIFORNIA,CA,KINGS,6031.0,15519.0,25074.0,41501,23.023541601407192
CALIFORNIA,CA,LAKE,6033.0,12794.0,13161.0,26759,1.3715011771740349
CALIFORNIA,CA,LASSEN,6035.0,2478.0,8619.0,11371,54.00580423885323
CALIFORNIA,CA,LOS ANGELES,6037.0,2417109.0,1189862.0,3728427,-32.91594551804287
CALIFORNIA,CA,MADERA,6039.0,20981.0,32344.0,54624,20.802211482132396
CALIFORNIA,CA,MARIN,6041.0,116152.0,24054.0,144113,-63.906795361972904
CALIFORNIA,CA,MARIPOSA,6043.0,3622.0,5625.0,9509,21.064254916394994
CALIFORNIA,CA,MENDOCINO,6045.0,24049.0,13528.0,39216,-26.828335373317014
CALIFORNIA,CA,MERCED,6047.0,40190.0,43955.0,86392,4.358042411334383
CALIFORNIA,CA,MODOC,6049.0,1008.0,2884.0,4016,46.713147410358566
CALIFORNIA,CA,MONO,6051.0,3522.0,2294.0,6064,-20.25065963060686
CALIFORNIA,CA,MONTEREY,6053.0,93060.0,49226.0,146718,-29.876361455308825
CALIFORNIA,CA,NAPA,6055.0,43212.0,20357.0,65549,-34.86704602663656
CALIFORNIA,CA,NEVADA,6057.0,33784.0,26177.0,62132,-12.243288482585463
CALIFORNIA,CA,ORANGE,6059.0,691731.0,654815.0,1390965,-2.653984823485853
CALIFORNIA,CA,PLACER,6061.0,103958.0,123941.0,234809,8.51032115464058
CALIFORNIA,CA,PLUMAS,6063.0,4020.0,5725.0,10067,16.936525280619847
CALIFORNIA,CA,RIVERSIDE,6065.0,451782.0,463677.0,940405,1.2648805567813868
CALIFORNIA,CA,SACRAMENTO,6067.0,381564.0,252140.0,656626,-19.710459226408943
CALIFORNIA,CA,SAN BENITO,6069.0,15179.0,11702.0,27649,-12.575500018083838
CALIFORNIA,CA,SAN BERNARDINO,6071.0,362114.0,378416.0,761714,2.1401733459014802
CALIFORNIA,CA,SAN DIEGO,6073.0,841372.0,593270.0,1477786,-16.788763731690516
CALIFORNIA,CA,SAN FRANCISCO,6075.0,323719.0,62594.0,402964,-64.80107404135357
CALIFORNIA,CA,SAN JOAQUIN,6077.0,126647.0,128996.0,263671,0.8908829564115885
CALIFORNIA,CA,SAN LUIS OBISPO,6079.0,81314.0,64932.0,150766,-10.865845084435483
CALIFORNIA,CA,SAN MATEO,6081.0,242957.0,76616.0,330510,-50.32858309884723
CALIFORNIA,CA,SANTA BARBARA,6083.0,114149.0,64870.0,184715,-26.67839644858295
CALIFORNIA,CA,SANTA CLARA,6085.0,510744.0,210924.0,750433,-39.95293383952998
CALIFORNIA,CA,SANTA CRUZ,6087.0,100998.0,27978.0,134135,-54.43769336862117
CALIFORNIA,CA,SHASTA,6089.0,27130.0,59539.0,88900,36.455568053993254
CALIFORNIA,CA,SIERRA,6091.0,641.0,1066.0,1754,24.230330672748003
CALIFORNIA,CA,SISKIYOU,6093.0,8329.0,12461.0,21489,19.228442458932477
CALIFORNIA,CA,SOLANO,6095.0,113997.0,70345.0,189834,-22.99482705943087
CALIFORNIA,CA,SONOMA,6097.0,179600.0,63426.0,251426,-46.206040743598514
CALIFORNIA,CA,STANISLAUS,6099.0,85347.0,106986.0,197472,10.958009236752552
CALIFORNIA,CA,SUTTER,6101.0,13016.0,25372.0,39336,31.411429733577386
CALIFORNIA,CA,TEHAMA,6103.0,7415.0,18503.0,26532,41.7910447761194
CALIFORNIA,CA,TRINITY,6105.0,2449.0,2979.0,5645,9.388839681133748
CALIFORNIA,CA,TULARE,6107.0,53221.0,81854.0,138271,20.707885239855067
CALIFORNIA,CA,TUOLUMNE,6109.0,10909.0,17210.0,28810,21.87087816730302
CALIFORNIA,CA,VENTURA,6111.0,217424.0,158901.0,387595,-15.099007985139126
CALIFORNIA,CA,YOLO,6113.0,61405.0,27844.0,92589,-36.24728639471211
CALIFORNIA,CA,YUBA,6115.0,10725.0,18491.0,30070,25.826405054871966
COLORADO,CO,ADAMS,8001.0,124056.0,103024.0,233336,-9.013611273014023
COLORADO,CO,ALAMOSA,8003.0,3244.0,4057.0,7519,10.812608059582391
COLORADO,CO,ARAPAHOE,8005.0,190725.0,125311.0,325451,-20.099492703970796
COLORADO,CO,ARCHULETA,8007.0,3904.0,5218.0,9355,14.045964724746124
COLORADO,CO,BACA,8009.0,275.0,1686.0,2004,70.40918163672654
COLORADO,CO,BENT,8011.0,645.0,1496.0,2189,38.87619917770672
COLORADO,CO,BOULDER,8013.0,150149.0,40758.0,196150,-55.769054295182265
COLORADO,CO,BROOMFIELD,8014.0,29426.0,16071.0,46817,-28.525962791293765
COLORADO,CO,CHAFFEE,8015.0,7992.0,6034.0,14416,-13.582130965593784
COLORADO,CO,CHEYENNE,8017.0,108.0,930.0,1055,77.91469194312796
COLORADO,CO,CLEAR CREEK,8019.0,3464.0,2452.0,6101,-16.587444681199802
COLORADO,CO,CONEJOS,8021.0,1627.0,2358.0,4104,17.81189083820663
COLORADO,CO,COSTILLA,8023.0,1155.0,850.0,2080,-14.663461538461538
COLORADO,CO,CROWLEY,8025.0,422.0,1231.0,1706,47.42086752637749
COLORADO,CO,CUSTER,8027.0,1188.0,2583.0,3867,36.074476338246704
COLORADO,CO,DELTA,8029.0,6030.0,12948.0,19476,35.52064078866297
COLORADO,CO,DENVER,8031.0,278634.0,74765.0,363076,-56.15050292500744
COLORADO,CO,DOLORES,8033.0,325.0,1076.0,1419,52.924594785059895
COLORADO,CO,DOUGLAS,8035.0,110408.0,127451.0,243758,6.991770526505797
COLORADO,CO,EAGLE,8037.0,16943.0,10148.0,27798,-24.44420461903734
COLORADO,CO,EL PASO,8041.0,166597.0,203933.0,380813,9.80428714355865
COLORADO,CO,ELBERT,8039.0,4768.0,15209.0,20417,51.138756918254394
COLORADO,CO,FREMONT,8043.0,7526.0,17313.0,25467,38.43012526014057
COLORADO,CO,GARFIELD,8045.0,15128.0,14493.0,30372,-2.090741472408798
COLORADO,CO,GILPIN,8047.0,2254.0,1729.0,4129,-12.714943085492855
COLORADO,CO,GRAND,8049.0,4743.0,4822.0,9883,0.7993524233532329
COLORADO,CO,GUNNISON,8051.0,6887.0,3689.0,10939,-29.23484779230277
COLORADO,CO,HINSDALE,8053.0,257.0,332.0,606,12.376237623762377
COLORADO,CO,HUERFANO,8055.0,1965.0,2346.0,4438,8.584948174853539
COLORADO,CO,JACKSON,8057.0,173.0,634.0,834,55.275779376498804
COLORADO,CO,JEFFERSON,8059.0,210875.0,140505.0,361504,-19.465898026024608
COLORADO,CO,KIOWA,8061.0,102.0,744.0,863,74.39165701042873
COLORADO,CO,KIT CARSON,8063.0,556.0,3083.0,3698,68.33423472147106
COLORADO,CO,LA PLATA,8067.0,20677.0,14024.0,35681,-18.645777864970153
COLORADO,CO,LAKE,8065.0,2199.0,1557.0,3911,-16.41523906929174
COLORADO,CO,LARIMER,8069.0,129376.0,89680.0,225482,-17.604952945246183
COLORADO,CO,LAS ANIMAS,8071.0,3276.0,4328.0,7792,13.501026694045173
COLORADO,CO,LINCOLN,8073.0,432.0,2090.0,2571,64.48852586542202
COLORADO,CO,LOGAN,8075.0,2098.0,7855.0,10162,56.65223381224168
COLORADO,CO,MESA,8077.0,33573.0,55839.0,91600,24.307860262008735
COLORADO,CO,MINERAL,8079.0,317.0,417.0,753,13.280212483399733
COLORADO,CO,MOFFAT,8081.0,1167.0,5358.0,6671,62.824164293209414
COLORADO,CO,MONTEZUMA,8083.0,5793.0,8972.0,15136,21.00290697674419
COLORADO,CO,MONTROSE,8085.0,8354.0,16704.0,25617,32.595542022875435
COLORADO,CO,MORGAN,8087.0,3291.0,9830.0,13458,48.58820032694308
COLORADO,CO,OTERO,8089.0,3164.0,5520.0,8925,26.397759103641455
COLORADO,CO,OURAY,8091.0,2442.0,1573.0,4098,-21.20546608101513
COLORADO,CO,PARK,8093.0,4841.0,6828.0,12044,16.497841248754565
COLORADO,CO,PHILLIPS,8095.0,412.0,1888.0,2354,62.7017841971113
COLORADO,CO,PITKIN,8097.0,7932.0,2992.0,11167,-44.23748544819557
COLORADO,CO,PROWERS,8099.0,1227.0,3833.0,5144,50.66096423017107
COLORADO,CO,PUEBLO,8101.0,39328.0,43688.0,85107,5.1229628585192755
COLORADO,CO,RIO BLANCO,8103.0,637.0,2988.0,3690,63.71273712737128
COLORADO,CO,RIO GRANDE,8105.0,2306.0,3743.0,6194,23.19987084275105
COLORADO,CO,ROUTT,8107.0,10208.0,5676.0,16335,-27.744107744107744
COLORADO,CO,SAGUACHE,8109.0,1704.0,1577.0,3400,-3.735294117647059
COLORADO,CO,SAN JUAN,8111.0,376.0,188.0,588,-31.97278911564626
COLORADO,CO,SAN MIGUEL,8113.0,3529.0,1154.0,4804,-49.43796835970025
COLORADO,CO,SEDGWICK,8115.0,283.0,1048.0,1358,56.33284241531664
COLORADO,CO,SUMMIT,8117.0,11762.0,5244.0,17542,-37.156538593090865
COLORADO,CO,TELLER,8119.0,5065.0,10856.0,16326,35.47102780840377
COLORADO,CO,WASHINGTON,8121.0,329.0,2436.0,2806,75.08909479686386
COLORADO,CO,WELD,8123.0,68752.0,106469.0,179854,20.970898617767745
COLORADO,CO,YUMA,8125.0,758.0,3807.0,4663,65.38708985631567
